uid,cards,notes,decks,presets
1195,2976,1922,68,1
1196,10383,5347,6,1
1197,73503,55761,359,1
1198,9692,9579,2,2
1199,2662,1449,4,1
1200,23679,18641,1434,1
1201,41831,23474,122,2
1202,21998,13499,12,1
1203,7381,3507,370,2
1204,2740,2740,11,1
1205,42292,34561,659,1
1206,5579,5510,7,2
1207,15268,13465,66,2
1208,78184,47905,106,1
1229,20197,17211,303,1
1230,43267,34710,57,1
1231,4685,2556,4,1
1232,10704,10704,12,2
1233,43211,35550,32,2
1234,5228,5228,28,1
1236,2461,2326,70,1
1237,2018,2018,3,1
1238,10922,10915,107,1
1239,13158,13153,451,1
1240,125,125,3,1
1241,42202,42019,275,76
1242,1870,1037,20,1
1243,12978,12906,388,1
1244,2105,1883,29,1
1245,24502,22378,16,2
1246,688,688,1,1
1247,956,956,92,1
1248,1862,1862,32,1
1249,9227,9133,20,1
1209,334,334,2,1
1210,10915,10915,10,4
1211,39624,29198,633,1
1212,42831,35068,56,2
1213,15787,12386,9,3
1214,22011,20246,89,8
1215,7885,7623,22,5
1216,1337,1326,39,1
1217,2626,2617,83,1
1218,2458,2458,68,1
1219,11860,5930,3,1
1220,20838,17179,20,1
1221,79219,59261,445,4
1222,10771,10771,59,4
1223,19612,10655,16,6
1224,18711,17446,301,1
1225,44550,35419,60,1
1226,12846,12846,2,2
1227,63446,53451,1610,1
1228,3026,3026,10,5
1169,28017,23438,120,1
1170,43254,34705,56,1
1171,41203,35849,1230,2
1172,15982,9529,16,4
1173,8218,8213,265,1
1174,25779,15820,186,1
1175,36934,32822,670,1
1176,11166,7039,10,1
1177,8255,8255,174,1
1178,19140,7890,43,2
1179,26431,23060,294,1
1180,984,921,21,2
1181,369,369,20,1
1182,16889,11457,87,4
1183,13022,13010,5,1
1184,2242,2238,121,3
1185,83444,71488,1037,3
1186,43254,34705,56,2
1187,11071,10701,61,1
1188,88890,73207,3352,4
1250,21438,18222,114,1
1251,121611,88918,716,1
1252,1639,831,7,1
1253,2562,2543,160,1
1254,4456,2620,1,1
1255,352,204,12,1
1256,21167,21164,348,1
1257,9399,9231,112,1
1258,644,596,3,1
1259,9440,8723,153,3
1260,52904,38087,424,84
1261,12185,11139,29,1
1262,1594,1585,6,1
1263,17065,17065,45,2
1264,16710,9474,54,2
1265,8279,4771,210,1
1266,2918,2915,9,1
1267,1851,1851,9,1
1268,7913,4058,22,1
1269,519,243,2,1
1270,11950,11184,7,2
1271,30553,21396,419,2
1272,92495,44953,115,1
1273,1002,1002,118,1
1274,975,896,27,1
1275,49720,38515,62,2
1276,49520,40326,149,2
1277,6526,6526,4,2
1278,1630,1630,5,3
1279,63861,48953,107,6
1280,7846,3994,336,2
1281,74645,45790,26,4
1282,10501,7223,7,4
1283,70320,56687,349,1
1284,14182,9090,62,2
1285,26751,19206,122,2
1286,6379,6273,525,1
1287,318,318,11,1
1288,1324,828,22,1
1289,1056,801,3,1
1290,11636,11636,7,1
1291,635,635,2,1
1292,4034,4034,9,3
1293,8154,7430,188,2
1294,549,533,23,1
1295,14857,9376,140,1
1296,3455,3417,22,1
1297,15127,14920,33,1
1298,5119,5119,11,1
1299,10269,10020,663,1
1300,977,977,4,1
1301,53325,39051,24,5
1302,17281,8881,3,3
1303,2265,1133,4,1
1304,5021,2705,19,1
1305,33005,25130,813,1
1306,969,968,16,1
1307,16471,15359,131,1
1308,17383,14890,72,13
1309,13219,13219,57,5
1310,15393,15180,410,1
1311,7383,6310,108,2
1312,8268,8268,1,1
1313,17458,9974,83,1
1314,6983,5547,6,1
1315,3188,3188,43,1
1316,49518,41582,226,2
1317,1187,1176,114,1
1318,13332,8327,13,12
1319,8171,4825,4,1
1320,14041,14041,14,1
1321,1832,1832,107,1
1322,2841,2841,32,1
1323,2785,2785,48,1
1324,1542,1542,1,1
1325,637,637,63,1
1326,9096,9096,96,1
1327,53248,51134,1065,1
1328,15336,12781,27,4
1329,61611,47349,159,1
1330,6023,6023,2,2
1331,11084,10671,109,1
1332,45571,38023,75,2
1333,15746,15746,38,10
1334,4209,3511,25,1
1335,35197,28745,9,2
1336,1177,1177,1,1
1337,34057,34057,25,1
1338,1530,765,1,1
1339,25575,25551,1513,7
1340,462,416,15,1
1341,13590,10463,2,2
1342,4239,3227,8,3
1343,2521,2521,2,2
1344,2218,2199,44,1
1345,47804,38805,97,1
1346,22058,8049,17,2
1347,31113,26901,47,1
1348,26670,26139,292,1
1349,47816,42736,281,2
1370,39695,23975,754,1
1371,16443,16304,532,1
1372,9156,8808,14,1
1373,6065,5739,128,1
1374,2491,2491,3,1
1375,200084,178325,59,4
1376,9746,6393,24,1
1377,30596,29472,184,1
1378,967,967,13,1
1379,24698,18459,203,1
1380,456,228,2,1
1381,20994,13989,112,1
1382,1146,763,32,2
1383,262,260,10,1
1384,9931,9330,212,1
1385,9662,9042,41,2
1386,763,763,18,1
1387,322,313,13,1
1388,1294,1294,10,1
1389,408,408,41,1
1350,4971,4971,16,1
1351,16458,15894,9,2
1352,3240,3240,119,1
1353,114949,94367,351,5
1354,64191,51835,610,2
1355,67888,52488,266,2
1356,4451,4451,8,3
1357,4214,3577,2,1
1358,6553,6553,3,2
1359,3514,1757,1,1
1360,7632,7632,185,1
1361,31219,18151,20,2
1362,4954,2544,6,1
1363,22362,22362,22,1
1364,12986,12043,273,1
1365,4402,4402,19,2
1366,9016,4508,3,1
1367,24255,18560,185,1
1368,32036,27948,296,1
1369,343,295,16,1
1390,39352,32028,46,1
1391,1021,1021,28,1
1392,79662,71506,2158,1
1393,9588,7361,376,1
1394,574,384,12,1
1395,3714,2037,8,1
1396,2568,2568,2,1
1397,2459,2459,1,1
1398,270,117,3,1
1399,30736,25348,258,1
1400,8623,8623,14,3
1401,2944,2944,80,1
1402,4314,4239,142,1
1403,5524,5392,240,3
1404,17621,16075,180,1
1405,5899,5399,41,2
1406,3609,3609,1,1
1407,20172,18075,36,7
1408,983,983,3,1
1409,13857,13857,41,1
1410,4033,2371,2,1
1411,18106,15879,1321,1
1412,12482,10607,239,1
1413,6063,6060,32,1
1414,4176,2237,25,1
1415,91949,47599,36,3
1416,17549,15345,525,8
1417,13926,13926,59,1
1418,77945,58066,92,1
1419,6614,5547,188,1
1420,126,126,3,1
1421,523,470,13,2
1422,1719,1496,31,5
1423,4831,4831,157,1
1424,6825,6822,432,1
1425,87,87,2,1
1426,8360,8341,420,1
1427,4248,4248,241,1
1428,1637,933,43,1
1429,2346,2346,2,1
1430,3890,3859,168,1
1431,15043,11591,137,7
1432,4147,4099,241,1
1433,2912,2912,136,1
1434,14910,8506,19,1
1435,3317,3048,12,2
1436,21193,12793,7,1
1437,39347,29917,233,1
1438,8492,3770,5,2
1439,270,270,2,2
1440,1216,726,7,2
1441,2566,2454,42,1
1442,16175,14053,12,2
1443,320,320,6,1
1444,11037,10795,20,1
1445,195233,188864,44,6
1446,42738,35092,107,1
1447,13853,12618,161,1
1448,861,196,16,1
1449,24394,11776,8,1
1450,524,524,18,1
1451,429,429,15,1
1452,2413,2413,8,1
1453,3500,3500,1,1
1454,5008,4438,179,1
1455,594,594,33,1
1456,4581,4581,20,1
1457,59240,45859,359,3
1458,7467,7467,7,2
1459,9665,9096,17,1
1460,6780,6780,17,1
1461,15802,12294,26,1
1462,1312,1312,248,1
1463,4477,4043,1,1
1464,54089,43502,257,1
1465,31033,28360,92,1
1466,4462,4378,48,1
1467,2789,2509,15,1
1468,718,718,52,1
1469,45246,36697,76,1
1510,3581,3581,30,1
1511,55377,40248,506,1
1512,1812,1812,1,1
1513,6132,4256,46,2
1514,6030,6029,63,1
1515,5498,2755,1,1
1516,5176,5176,2,2
1517,1669,1669,23,1
1518,1042,839,123,1
1519,2547,2547,2,2
1520,848,848,11,1
1521,14893,14893,38,1
1522,940,940,1,1
1523,25052,19171,59,1
1524,43262,34706,62,1
1525,1480,1480,3,1
1526,1734,1734,70,1
1527,46860,38442,82,5
1528,4640,3832,36,1
1529,29111,17868,84,1
1470,9003,8074,319,1
1471,44588,35801,78,2
1472,4510,4510,49,1
1473,5817,5617,62,1
1474,2602,2602,32,1
1475,37224,35424,943,3
1476,15348,15340,365,1
1477,50910,40593,1010,1
1478,10728,9300,161,1
1479,18797,17143,26,2
1480,63427,55702,439,2
1481,2630,2057,58,1
1482,63630,54827,1050,1
1483,11591,11591,405,129
1484,3361,2263,19,4
1485,4861,1076,26,2
1486,65633,50409,279,4
1487,1654,1654,10,2
1488,60155,51193,599,1
1489,14841,11563,22,1
1490,35670,17493,167,3
1491,5991,5991,55,1
1492,11848,10910,6,1
1493,1895,1887,33,2
1494,26551,18345,8,6
1495,19582,15415,424,3
1496,3894,3764,20,1
1497,2974,1974,7,3
1498,45801,36981,88,1
1499,1811,1449,18,1
1500,2521,2521,7,2
1501,3471,2807,80,3
1502,117149,82837,473,1
1503,1172,1172,30,1
1504,7268,4953,11,1
1505,46037,27499,119,11
1506,10615,5318,1,1
1507,37359,33757,24,1
1508,618,618,12,1
1509,37912,32684,37,4
1530,32343,25230,808,1
1531,1249,1249,33,1
1532,1305,1245,41,1
1533,27964,20119,566,1
1534,63107,54414,180,2
1535,22838,19964,276,1
1536,449,449,10,1
1537,4582,4582,184,2
1538,45603,36559,66,1
1539,1057,1057,1,1
1540,56042,44305,345,1
1541,40723,31683,43,14
1542,38235,34479,6,1
1543,11333,7920,584,2
1544,9311,9311,13,1
1545,70585,54377,171,13
1546,4051,4051,8,3
1547,2734,2627,60,1
1548,2172,2172,1,1
1549,574,574,3,1
1550,5920,5908,44,1
1551,19055,9777,293,1
1552,2458,2392,180,1
1553,35138,26976,50,1
1554,1258,1231,180,1
1555,8224,7102,83,4
1556,11443,11385,276,1
1557,19973,12560,39,1
1558,24686,22346,260,2
1559,55324,44319,101,1
1560,88327,68416,579,2
1561,15994,12439,14,1
1562,6143,6143,5,3
1563,49669,40631,125,1
1564,15119,14031,427,1
1565,8748,8748,31,1
1566,9655,5440,26,1
1567,1839,1828,81,2
1568,192958,159132,361,2
1569,2072,2072,64,1
1570,8508,4230,2,2
1571,8974,5640,113,1
1572,14409,14379,1488,1
1573,89443,61094,5256,1
1574,807,778,33,1
1575,2412,2412,232,1
1576,11144,10771,17,1
1577,50583,38498,253,2
1578,7249,7249,268,1
1579,5526,5526,175,1
1580,7811,7811,50,1
1581,979,491,8,1
1582,2350,2350,3,1
1583,27109,27107,676,1
1584,3048,3044,92,13
1585,9671,9670,60,1
1586,46101,38775,123,2
1587,43490,34877,58,1
1588,45077,45077,50,1
1589,34937,28512,10,2
1590,175,139,3,1
1591,40354,32343,56,1
1592,1913,1913,34,1
1593,12626,6638,13,1
1594,16,16,6,1
1595,70480,53378,154,2
1596,9728,4437,13,4
1597,15617,15136,206,3
1598,31588,21545,46,1
1600,29134,22478,47,1
1601,22240,13137,21,2
1602,4103,4103,282,1
1603,18952,18952,134,1
1604,39483,17964,191,2
1605,5488,4207,368,2
1606,18798,17660,66,4
1607,25799,22585,335,1
1608,6739,6739,2,1
1609,4249,3695,11,2
1610,28235,19576,26,1
1651,15919,10630,13,1
1652,9352,9352,39,6
1653,8691,8691,59,2
1654,65954,58219,81,2
1655,75932,46863,57,1
1656,3204,1604,2,1
1657,4890,4595,94,1
1658,23642,16077,56,1
1659,11801,10004,7,2
1660,1388,1388,47,1
1661,5377,5377,115,10
1662,3546,3546,3,1
1663,15036,12939,31,4
1664,3345,3342,116,1
1665,16156,15475,728,1
1666,131,77,2,1
1667,5321,5321,283,1
1668,12465,12150,26,1
1669,99789,82059,33,1
1670,5551,4501,57,1
1611,1033,1033,2,1
1612,34937,21268,40,9
1613,6251,6123,11,1
1614,37823,29157,213,1
1615,75,75,14,1
1616,18144,18144,14,8
1617,5638,5385,35,5
1618,12809,12807,24,2
1619,52159,43506,220,2
1620,2370,2370,5,1
1621,5999,5999,1,1
1622,19344,16185,288,1
1623,33428,17860,5,2
1624,16471,14384,75,1
1625,24814,18973,100,3
1626,12185,12185,269,1
1627,43687,35137,60,1
1628,1376,1118,37,1
1629,66061,54855,882,3
1630,127023,97434,764,1
1631,2847,2847,12,2
1632,4209,4209,8,1
1633,1117,663,8,1
1634,46653,35980,57,1
1635,2833,2588,19,2
1636,14720,14428,337,1
1637,43196,38742,745,2
1638,21531,20867,13,2
1639,266065,226044,28,1
1640,43747,35192,57,1
1641,38117,24912,4924,5
1642,55318,30837,153,7
1643,2321,1296,2,1
1644,25886,24120,65,1
1645,1716,1716,2,2
1646,527,487,19,2
1647,1337,1337,46,1
1648,40283,32292,268,1
1649,38738,30624,72,1
1650,10200,9404,16,16
1671,66113,54184,711,2
1672,5776,5776,222,1
1673,2429,2429,4,3
1674,2098,2098,63,1
1675,61328,50577,1579,1
1676,1666,1452,11,2
1677,2349,2349,3,2
1678,5884,5310,24,1
1679,5972,5962,16,1
1680,7513,7513,49,1
1681,1809,1807,92,1
1682,62898,55661,1,1
1683,4917,4343,19,1
1684,17113,16802,69,2
1685,228552,192820,13,2
1686,7168,7168,7,1
1687,9745,8041,62,1
1688,6717,2613,54,2
1689,435,435,4,1
1690,525,525,3,1
1691,2481,2481,3,1
1692,34904,34816,1235,1
1693,1054,1054,5,1
1694,3410,3410,1,1
1695,726,726,17,1
1696,6319,6299,218,1
1697,121,121,11,1
1698,1291,1291,1,1
1699,8395,8395,3,1
1700,1375,1375,126,1
1701,48329,38024,100,1
1702,66522,53705,81,1
1703,3541,3525,56,1
1704,1175,850,28,1
1705,6040,5114,257,2
1706,43502,34890,60,1
1707,15370,15206,22,1
1708,50334,30047,28,1
1709,9318,8593,7,1
1710,5722,4989,149,1
1711,27201,24566,261,1
1712,981,981,125,1
1713,37397,21124,10,3
1714,2408,2406,14,1
1715,29040,28928,54,2
1716,180,180,3,1
1717,4807,4806,234,1
1718,7061,4989,7,3
1719,208,149,7,1
1720,58138,34101,291,2
1721,20484,13161,3,2
1722,5618,5618,5,1
1723,6767,5487,42,1
1724,71013,53538,334,2
1725,2998,2998,10,1
1726,22981,18116,130,49
1727,595,595,45,1
1728,2925,1493,40,1
1729,121178,97271,1035,4
1730,943,662,7,1
1731,2023,2023,17,1
1732,3602,3602,7,1
1733,11775,11579,2315,1
1734,88511,71055,401,1
1735,57205,43704,311,1
1736,6124,6108,83,1
1737,12849,12574,37,1
1738,3756,1211,5,1
1739,3278,3041,10,1
1740,48673,42583,52,1
1741,15200,10998,249,2
1742,14583,12622,68,1
1743,15798,9022,296,1
1744,1322,1272,7,1
1745,713,713,9,1
1746,14969,9786,99,1
1747,4362,4067,90,4
1748,2647,1376,18,1
1749,1115,839,7,1
1750,60093,46529,31,3
1771,11070,9626,9,6
1772,6483,6190,130,1
1774,1117,1117,22,1
1775,20289,13282,365,1
1776,1483,1483,2,1
1777,18140,14926,151,1
1778,65923,61388,1611,1
1779,58580,43979,584,1
1780,2138,2069,56,1
1781,1216,1215,59,1
1782,2480,2095,68,5
1784,10154,5202,4,1
1785,58506,12034,20,2
1786,11848,11848,115,1
1787,935,935,1,1
1788,2239,1964,70,1
1789,57264,49465,403,1
1790,3564,2978,16,3
1791,8116,4314,12,1
1792,1851,1851,9,1
1751,11510,9953,11,6
1752,11930,8522,1,1
1753,17635,17635,136,1
1754,730,730,4,1
1755,13725,13725,19,1
1756,6716,6716,135,1
1757,46894,24305,461,1
1758,48614,41671,55,1
1759,8068,6449,9,1
1760,54873,41458,65,2
1761,43126,32647,794,1
1762,1859,1630,19,1
1763,424,424,37,3
1764,1972,1972,1,1
1765,4036,4019,33,1
1766,117479,96444,1565,5
1767,9184,9184,17,3
1768,1136,587,3,1
1769,6308,5376,142,1
1770,32,32,1,1
1793,50342,42933,249,2
1794,19969,16434,140,2
1795,605,603,10,2
1796,22016,20455,264,1
1797,7684,5426,6,1
1798,3950,2213,5,1
1799,20327,15677,217,10
1800,25884,17237,388,4
1801,5998,5998,11,1
1802,1,1,1,1
1803,79276,63996,736,1
1804,14600,14600,6,1
1805,81652,65632,254,8
1806,37236,30364,28,1
1807,16922,16387,91,5
1808,39379,32236,58,1
1809,59337,44620,219,1
1810,2663,2662,58,1
1811,1800,1800,1,1
1812,69420,41324,172,1
1813,844,422,1,1
1814,1510,1195,20,1
1815,11471,6816,9,6
1816,7203,6944,28,2
1817,16569,14205,9,3
1818,8034,6994,134,1
1819,3896,3896,6,1
1820,8341,7222,40,3
1821,18954,15138,605,1
1822,3697,2754,48,1
1823,61657,47064,120,1
1824,1790,1790,89,1
1825,61532,48593,61,2
1826,7597,7597,78,1
1827,9425,8359,99,1
1828,24453,24396,767,1
1829,4968,4935,110,1
1830,17696,11320,30,7
1831,21088,12134,28,2
1832,14480,7136,16,2
1833,4270,3989,19,2
1834,43764,35215,62,1
1835,46594,40096,82,1
1836,25212,23229,8,4
1837,3651,3457,36,1
1838,1874,1128,27,1
1839,14975,10883,14,1
1840,27016,20357,120,4
1841,2799,2447,43,1
1842,6985,6985,215,1
1843,1823,1820,4,1
1844,16631,12702,111,1
1845,3267,3267,378,1
1846,8379,6186,3,2
1847,4917,4917,4,1
1848,49989,41373,82,3
1849,40384,31972,38,1
1850,45577,36119,123,1
1851,4873,2343,10,1
1852,652,564,11,1
1853,22343,17899,206,1
1854,4995,4994,41,1
1855,1618,1503,7,1
1856,51245,39741,358,1
1857,81361,71071,974,3
1858,1544,1544,8,2
1859,12798,8358,268,1
1860,2310,2310,6,1
1861,868,868,29,1
1862,2661,2661,1,1
1863,1936,1808,75,1
1864,52312,43407,463,1
1865,967,967,1,1
1866,7657,4291,97,5
1867,22427,22427,122,1
1868,24258,21458,494,1
1869,4734,4734,40,2
1870,6611,6611,7,1
1871,6534,5179,11,8
1872,16020,10575,7,1
1873,48907,24846,25,5
1874,20655,10897,19,4
1875,67536,67037,1393,3
1876,13206,11979,64,1
1877,15708,12128,172,2
1878,3424,3424,61,1
1879,39578,37578,1726,1
1880,66469,50143,288,2
1881,24466,22461,385,1
1882,542,271,36,1
1883,3342,2930,54,1
1884,27896,24463,270,4
1885,2912,2893,111,1
1886,1828,1395,2,1
1887,5021,4951,38,1
1888,37973,36989,729,1
1889,14923,8626,4,3
1890,6674,5329,225,1
1891,30538,25521,281,7
1892,2525,2519,176,1
1913,8686,8686,11,1
1914,671,551,13,1
1915,38322,30817,68,1
1916,5374,4967,46,1
1917,4868,4868,17,1
1918,57990,45166,244,1
1919,4024,3418,5,2
1920,255,255,1,1
1921,13,13,1,1
1922,2129,2129,15,1
1923,533,526,6,3
1924,3548,3373,11,1
1925,10028,5027,2,1
1926,10911,10911,1001,1
1927,12963,9295,46,1
1928,45981,25770,34,1
1929,8363,8014,105,1
1930,35978,28949,24,2
1931,8056,8056,44,1
1932,37700,30918,83,2
1893,965,965,1,1
1894,11244,11169,225,1
1895,15228,15228,4,1
1896,4374,4374,9,1
1897,11927,11927,107,46
1898,93350,75217,1646,1
1899,14117,9637,150,1
1900,1677,1677,18,1
1901,3416,2395,36,1
1902,1525,784,13,1
1903,5073,5073,9,1
1904,46871,38264,62,1
1905,12384,10225,28,1
1906,49562,29855,16,1
1907,19805,13534,337,1
1908,68450,52220,550,2
1909,1122,1108,6,1
1910,20064,12030,210,1
1911,5742,4223,146,1
1912,17311,8897,1,1
1933,93970,73046,1466,1
1934,164,164,7,1
1935,432,432,3,1
1936,18349,10817,33,1
1937,8325,4538,24,2
1938,65708,50377,688,1
1939,2726,2495,118,1
1940,11014,9747,33,3
1941,4792,4707,35,1
1942,107905,69820,35,22
1943,20299,12862,31,2
1944,17273,17107,88,1
1945,1874,1234,8,3
1946,11051,7965,243,1
1947,1414,1410,34,1
1948,10486,7979,52,1
1949,10732,10672,109,3
1950,19040,18262,211,1
1951,82,82,1,1
1952,36334,30901,229,1
1953,3313,2490,1,1
1954,37691,32324,640,4
1955,576,575,15,1
1956,9311,9311,228,1
1957,10817,10816,711,1
1958,60503,49789,414,2
1959,13894,13294,12,3
1960,5888,5888,54,1
1961,2940,2044,59,1
1962,15411,8651,478,1
1963,5502,4325,328,1
1964,7694,3847,3,1
1965,25117,24820,29,5
1966,1763,1348,12,1
1967,2765,2213,15,6
1968,854,854,37,1
1969,1886,1886,10,1
1970,902,898,19,1
1971,12251,6259,327,2
1972,51970,36326,26,16
2013,4902,2320,231,2
2014,4844,4844,1,1
2015,6921,6341,207,1
2016,3885,3880,6,3
2017,1624,1624,69,1
2018,1552,1521,85,1
2019,4699,4699,6,1
2020,1675,1608,4,1
2021,1695,1695,8,3
2022,3202,3202,2,1
2023,7326,3379,15,3
2024,7237,4811,137,1
2025,22454,22454,8,3
2026,15258,11991,465,5
2027,10569,9267,266,1
2028,8499,8499,3,2
2029,25343,25132,21,1
2030,290,290,2,1
2031,15182,10613,172,1
2032,6202,4539,410,1
1973,93432,75018,371,20
1974,35974,20874,390,1
1975,6869,6869,6,1
1976,2100,2090,3,1
1977,40590,40590,25,4
1978,47819,37686,71,1
1979,464,464,6,1
1980,12747,12747,609,2
1981,35695,35683,451,1
1982,13896,10443,109,1
1983,9057,9057,2,1
1984,664,658,29,1
1985,1503,469,7,1
1986,32017,22641,525,1
1987,19791,10069,39,3
1988,5080,5080,2,1
1989,22010,10881,11,5
1990,5471,5471,112,1
1991,6703,6428,12,1
1992,5039,5007,103,1
1993,1578,1406,71,1
1994,40999,35065,166,1
1995,2585,2371,3,1
1996,90206,85347,360,16
1997,35492,28949,45,1
1998,11186,11061,230,1
1999,2488,2488,1,1
2000,15236,13493,143,1
2001,83,83,1,1
2002,55161,34369,65,6
2003,64110,49350,210,1
2004,38874,31827,56,1
2005,13228,12601,144,1
2006,634,634,9,1
2007,11629,10549,20,1
2008,3931,3931,6,2
2009,110332,90525,1276,1
2010,538,416,5,2
2011,3395,3031,121,1
2012,44609,35573,128,1
2033,8339,8339,91,1
2034,37078,18994,13,1
2035,2220,1801,29,1
2036,15905,15424,267,1
2037,106802,93569,2102,2
2038,525,270,23,1
2039,10350,8055,60,3
2040,1464,1464,1,1
2041,3297,3297,158,1
2042,6664,6664,8,1
2043,1809,1809,12,1
2044,5427,3729,66,3
2045,47156,47156,202,4
2046,4092,4092,19,1
2047,7198,7198,5,1
2048,38964,38295,801,1
2049,61285,51332,485,1
2050,7616,7616,255,1
2051,317,317,3,1
2052,43247,35942,60,5
2053,41282,33713,625,3
2054,48154,37397,186,1
2055,8166,8166,3,3
2056,55793,31755,55,4
2057,5185,2973,13,1
2058,49863,39406,135,1
2059,52198,42172,965,1
2060,11874,8466,1,1
2061,180294,89562,24,7
2062,6022,5477,20,1
2063,7329,3479,170,1
2064,9742,6140,46,1
2065,7693,3533,293,2
2066,12122,11650,63,1
2067,3452,3452,9,1
2068,20848,16308,608,1
2069,8688,8182,106,1
2070,334,321,26,1
2071,169,124,2,2
2072,20229,12066,83,3
2073,4905,2965,162,1
2074,47545,36856,59,1
2075,11249,10635,47,1
2076,315,315,10,2
2077,430,430,3,1
2078,13384,11528,57,5
2079,2549,2523,7,2
2080,1082,1082,39,2
2081,109886,85004,1620,1
2082,117665,94316,11,9
2083,1659,1659,12,1
2084,1507,1239,11,1
2085,2580,2580,13,1
2086,6958,4282,5,1
2087,2181,2181,17,1
2088,6429,6417,74,1
2089,3260,3260,20,1
2090,5272,4605,26,7
2091,28341,17376,189,1
2092,4150,4121,412,1
2093,6237,5788,332,1
2094,2278,2273,33,1
2095,2624,2307,17,1
2096,17299,15170,380,1
2097,18243,9579,29,1
2098,1549,1549,2,1
2099,55025,42669,261,2
2100,10810,7730,15,1
2101,523,523,42,1
2102,21400,15155,4,3
2103,1543,1543,9,1
2104,2989,2989,141,1
2105,6410,3483,3,2
2106,62935,53062,69,2
2107,3458,2036,4,2
2108,5122,4716,48,1
2109,55494,31179,21,1
2110,15773,9744,28,6
2111,11960,10242,399,1
2112,13516,7438,16,3
2113,2888,2885,7,1
2114,45681,36812,105,1
2115,18349,18098,196,2
2116,4656,4656,94,4
2117,38318,30381,359,4
2118,16856,13113,149,1
2119,1929,1929,17,8
2120,4600,2300,23,1
2121,21014,15851,108,1
2122,7459,7459,68,1
2123,14429,10807,128,1
2124,30792,27063,335,1
2125,15160,7664,12,1
2126,2731,1429,8,5
2127,1954,1954,9,1
2128,81049,71992,1857,2
2129,5097,4999,14,1
2130,17746,10847,249,1
2131,12479,9929,159,1
2132,126145,104150,123,9
2133,11022,11022,67,1
2134,4720,4720,4,1
2135,298,149,5,1
2136,88187,58259,41,1
2137,6973,6587,40,3
2138,1546,1485,125,1
2139,75909,55695,368,12
2140,210573,150520,2610,2
2141,1401,1401,26,1
2142,6367,6367,225,1
2143,2672,2615,35,1
2144,7614,7614,88,1
2145,367,206,4,1
2146,4672,2651,29,1
2147,19096,17499,51,3
2148,7751,4834,34,1
2149,6690,6679,3,1
2150,46730,39812,807,1
2151,6787,4362,31,1
2152,17064,11480,23,3
2153,2656,2644,5,3
2154,7411,7411,5,2
2155,726,726,31,1
2156,11861,7507,263,1
2157,54691,40975,256,1
2158,3514,1688,6,1
2159,893,881,3,1
2160,52640,44073,569,1
2161,20503,17962,621,1
2162,3841,3841,32,2
2163,524,524,2,1
2164,2178,1091,34,1
2165,10718,10565,123,1
2166,2894,2894,46,1
2167,19743,12275,22,2
2168,549,410,16,1
2169,4736,2368,9,1
2170,352,352,3,1
2171,21690,15321,153,1
2172,62214,61207,12,3
2173,2274,2274,15,2
2174,2364,896,121,2
2175,24875,19875,25,1
2176,917,518,21,1
2177,93134,79596,195,1
2178,2173,2044,29,1
2179,29482,16080,42,1
2180,27010,22049,213,1
2181,22372,22161,451,3
2182,25155,25155,121,2
2183,3592,3592,2,1
2184,48525,41808,187,1
2185,11401,6417,39,2
2186,18536,10444,14,3
2187,975,95,95,1
2188,7554,7552,27,1
2189,3214,3214,23,1
2190,11665,4118,224,1
2191,11839,11839,3,1
2192,17771,14168,27,6
2193,4346,2295,9,4
2194,49183,38500,1215,1
2195,12360,9223,15,1
2196,46888,38850,231,1
2197,18800,18505,49,5
2198,40915,33293,44,1
2199,1299,658,8,1
2200,68054,57423,1841,2
2201,31264,27589,282,1
2202,5020,3848,57,2
2203,3871,3871,9,1
2204,186,186,4,1
2205,2595,2595,33,1
2206,4108,4021,79,3
2207,3150,3150,8,1
2208,586,586,3,1
2209,11063,10430,190,2
2210,107494,82234,1615,7
2211,4077,3391,198,2
2212,4334,4334,5,1
2233,3034,3034,27,1
2234,8581,4545,2,2
2235,390,390,2,2
2236,32192,26975,446,1
2237,10794,5397,6,5
2238,8559,8559,19,2
2239,4854,4851,156,1
2240,3704,3704,5,3
2241,3673,3667,9,1
2242,3721,3721,6,2
2243,1698,1503,6,1
2244,44875,40264,1203,1
2245,85108,76419,938,1
